This file is created using RaceChrono Pro v8.0.8 ( http://racechrono.com/ ).
Format,2,"Format 1 = static columns","Format 2 = new format with dynamic columns; only channel header string is fixed, number of columns and channels' column numbers are variable."
Session title,"Porsche"
Session type,Lap timing
Track name,"Porsche"
Driver name,
Export scope,Session start
Created,15/09/2024,18:02
Note,

Time (s),Session fragment #,Lap #,Trap name,X-position (m),Y-position (m),Distance (m),Speed (m/s),Altitude (m),Bearing (deg),Device update rate (Hz),Elapsed time (s),Latitude (deg),Longitude (deg),Satellites (sats),Fix type,Coordinate precision (DOP),Altitude precision (DOP),Speed (m/s) *calc,Lateral acceleration (G) *calc,Longitudinal acceleration (G) *calc,Device update rate (Hz) *calc,Lean angle (deg) *calc,Combined acceleration (G) *calc,Speed (m/s) *obd,RPM (rpm) *obd,Intake temperature (.C) *obd,Air temperature (.C) *obd,Oxygen sensors *obd,ECU voltage (V) *obd,Accelerator position (%) *obd
1726425042.507,0,,,-0.000,-0.000,2808.208,0.000,90.800,224.100,10.0,1662.007,42.5735937,-71.6025715,18,2,0.69,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,835,61.0,50.0,3,14.37,14.5
1726425042.540,0,,,-0.000,-0.000,2808.208,0.000,90.800,224.100,10.0,1662.040,42.5735937,-71.6025715,18,2,0.66,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,834,61.0,50.0,3,14.37,14.5
1726425042.550,0,,,-0.000,-0.000,2808.208,0.000,90.800,224.100,10.0,1662.050,42.5735937,-71.6025715,19,2,0.65,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,834,61.0,50.0,3,14.37,14.5
1726425042.567,0,,,-0.000,-0.000,2808.208,0.000,90.800,224.100,10.0,1662.067,42.5735937,-71.6025715,19,2,0.63,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,834,61.0,50.0,3,14.37,14.5
1726425042.594,0,,,-0.000,-0.000,2808.208,0.000,90.800,224.100,10.0,1662.094,42.5735937,-71.6025715,19,2,0.61,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,833,61.0,50.0,3,14.37,14.5
1726425042.600,0,,,-0.000,-0.000,2808.208,0.000,90.800,224.100,10.0,1662.100,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,833,61.0,50.0,3,14.37,14.5
1726425042.600,0,,,-0.000,-0.000,2808.208,0.000,90.800,224.100,10.0,1662.100,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,833,61.0,50.0,3,14.37,14.5
1726425042.647,0,,,-0.000,-0.000,2808.208,0.000,90.800,224.100,10.0,1662.147,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,832,61.0,50.0,3,14.37,14.5
1726425042.650,0,,,-0.000,-0.000,2808.208,0.000,90.800,224.100,10.0,1662.150,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,832,61.0,50.0,3,14.37,14.5
1726425042.678,0,,,-0.000,-0.000,2808.208,0.000,90.800,224.100,10.0,1662.178,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,831,61.0,50.0,3,14.37,14.5
1726425042.700,0,,,-0.000,-0.000,2808.208,0.000,90.800,224.100,10.0,1662.200,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,831,61.0,50.0,3,14.37,14.5
1726425042.706,0,,,-0.000,-0.000,2808.208,0.000,90.800,224.100,10.0,1662.206,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,831,61.0,50.0,3,14.37,14.5
1726425042.742,0,,,-0.000,-0.000,2808.208,0.000,90.800,224.100,10.0,1662.242,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,830,61.0,50.0,3,14.37,14.5
1726425042.750,0,,,-0.000,-0.000,2808.208,0.000,90.800,224.100,10.0,1662.250,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,830,61.0,50.0,3,14.37,14.5
1726425042.764,0,,,-0.000,-0.000,2808.208,0.000,90.800,224.100,10.0,1662.264,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,830,61.0,50.0,3,14.37,14.5
1726425042.796,0,,,-0.000,-0.000,2808.208,0.000,90.800,224.100,10.0,1662.296,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,830,61.0,50.0,3,14.37,14.5
1726425042.800,0,,,-0.000,-0.000,2808.208,0.000,90.800,224.100,10.0,1662.300,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,830,61.0,50.0,3,14.37,14.5
1726425042.800,0,,,-0.000,-0.000,2808.208,0.000,90.800,224.100,10.0,1662.300,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,830,61.0,50.0,3,14.37,14.5
1726425042.830,0,,,-0.000,-0.000,2808.208,0.000,90.800,224.100,10.0,1662.330,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,830,61.0,50.0,3,14.37,14.5
1726425042.850,0,,,-0.000,-0.000,2808.208,0.000,90.800,224.100,10.0,1662.350,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,830,61.0,50.0,3,14.37,14.5
1726425042.855,0,,,-0.000,-0.000,2808.208,0.000,90.800,224.100,10.0,1662.355,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,830,61.0,50.0,3,14.37,14.5
1726425042.875,0,,,-0.000,-0.000,2808.208,0.000,90.800,224.100,10.0,1662.375,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,830,61.0,50.0,3,14.37,14.5
1726425042.900,0,,,-0.000,-0.000,2808.208,0.000,90.800,224.100,10.0,1662.400,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,830,61.0,50.0,3,14.37,14.5
1726425042.909,0,,,-0.000,-0.000,2808.208,0.000,90.800,224.100,10.0,1662.409,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,831,61.0,50.0,3,14.37,14.5
1726425042.935,0,,,-0.000,-0.000,2808.208,0.000,90.800,224.100,10.0,1662.435,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,831,61.0,50.0,3,14.37,14.5
1726425042.950,0,,,-0.000,-0.000,2808.208,0.000,90.800,224.100,10.0,1662.450,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,831,61.0,50.0,3,14.37,14.5
1726425042.967,0,,,-0.000,-0.000,2808.208,0.000,90.800,224.100,10.0,1662.467,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,831,61.0,50.0,3,14.37,14.5
1726425043.000,0,,,-0.000,-0.000,2808.208,0.000,90.800,224.100,10.0,1662.500,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,831,61.0,50.0,3,14.38,14.5
1726425043.001,0,,,-0.000,-0.000,2808.208,0.000,90.800,224.100,10.0,1662.501,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,831,61.0,50.0,3,14.38,14.5
1726425043.026,0,,,-0.000,-0.000,2808.208,0.000,90.800,224.100,10.0,1662.526,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,831,61.0,50.0,3,14.38,14.5
1726425043.050,0,,,-0.000,-0.000,2808.208,0.000,90.800,224.100,10.0,1662.550,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,832,61.0,50.0,3,14.38,14.5
1726425043.060,0,,,-0.000,-0.000,2808.208,0.000,90.800,224.100,10.0,1662.560,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,832,61.0,50.0,3,14.38,14.5
1726425043.086,0,,,-0.000,-0.000,2808.208,0.000,90.800,224.100,10.0,1662.586,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,832,61.0,50.0,3,14.38,14.5
1726425043.100,0,,,-0.000,-0.000,2808.208,0.000,90.800,224.100,10.0,1662.600,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,832,61.0,50.0,3,14.38,14.5
1726425043.100,0,,,-0.000,-0.000,2808.208,0.000,90.800,224.100,10.0,1662.600,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,832,61.0,50.0,3,14.38,14.5
1726425043.116,0,,,-0.000,-0.000,2808.208,0.000,90.784,224.100,10.0,1662.616,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,832,61.0,50.0,3,14.38,14.5
1726425043.147,0,,,-0.000,-0.000,2808.208,0.000,90.753,224.100,10.0,1662.647,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,832,61.0,50.0,3,14.38,14.5
1726425043.150,0,,,-0.000,-0.000,2808.208,0.000,90.750,224.100,10.0,1662.650,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,832,61.0,50.0,3,14.38,14.5
1726425043.177,0,,,-0.000,-0.000,2808.208,0.000,90.723,224.100,10.0,1662.677,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,832,61.0,50.0,3,14.38,14.5
1726425043.200,0,,,-0.000,-0.000,2808.208,0.000,90.700,224.100,10.0,1662.700,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,832,61.0,50.0,3,14.38,14.5
1726425043.209,0,,,-0.000,-0.000,2808.208,0.000,90.700,224.100,10.0,1662.709,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,832,61.0,50.0,3,14.38,14.5
1726425043.235,0,,,-0.000,-0.000,2808.208,0.000,90.700,224.100,10.0,1662.735,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,832,61.0,50.0,3,14.38,14.5
1726425043.250,0,,,-0.000,-0.000,2808.208,0.000,90.700,224.100,10.0,1662.750,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,832,61.0,50.0,3,14.38,14.5
1726425043.300,0,,,-0.000,-0.000,2808.208,0.000,90.700,224.100,10.0,1662.800,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,832,61.0,50.0,3,14.38,14.5
1726425043.300,0,,,-0.000,-0.000,2808.208,0.000,90.700,224.100,10.0,1662.800,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,832,61.0,50.0,3,14.38,14.5
1726425043.350,0,,,-0.000,-0.000,2808.208,0.000,90.700,224.100,10.0,1662.850,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,832,60.9,50.0,3,14.38,14.5
1726425043.400,0,,,-0.000,-0.000,2808.208,0.000,90.700,224.100,10.0,1662.900,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,832,60.9,50.0,3,14.38,14.5
1726425043.450,0,,,-0.007,-0.000,2808.215,0.000,90.700,224.100,10.0,1662.950,42.5735937,-71.6025716,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,832,60.9,50.0,3,14.38,14.5
1726425043.459,0,,,-0.008,-0.000,2808.216,0.000,90.700,224.100,10.0,1662.959,42.5735937,-71.6025716,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,832,60.9,50.0,3,14.38,14.5
1726425043.486,0,,,-0.012,-0.000,2808.220,0.000,90.700,224.100,10.0,1662.986,42.5735937,-71.6025716,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,832,60.9,50.0,3,14.38,14.5
1726425043.500,0,,,-0.014,-0.000,2808.222,0.000,90.700,224.100,10.0,1663.000,42.5735937,-71.6025717,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,832,60.9,50.0,3,14.38,14.5
1726425043.520,0,,,-0.014,-0.000,2808.222,0.000,90.700,224.100,10.0,1663.020,42.5735937,-71.6025717,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,832,60.9,50.0,3,14.38,14.5
1726425043.549,0,,,-0.014,-0.000,2808.222,0.000,90.700,224.100,10.0,1663.049,42.5735937,-71.6025717,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,832,60.9,50.0,3,14.38,14.5
1726425043.550,0,,,-0.014,-0.000,2808.222,0.000,90.700,224.100,10.0,1663.050,42.5735937,-71.6025717,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,832,60.9,50.0,3,14.38,14.5
1726425043.588,0,,,-0.014,-0.000,2808.222,0.000,90.700,224.100,10.0,1663.088,42.5735937,-71.6025717,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,832,60.9,50.0,3,14.38,14.5
1726425043.600,0,,,-0.014,-0.000,2808.222,0.000,90.700,224.100,10.0,1663.100,42.5735937,-71.6025717,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,832,60.9,50.0,3,14.38,14.5
1726425043.600,0,,,-0.014,-0.000,2808.222,0.000,90.700,224.100,10.0,1663.100,42.5735937,-71.6025717,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,832,60.9,50.0,3,14.38,14.5
1726425043.618,0,,,-0.014,-0.000,2808.222,0.000,90.700,224.100,10.0,1663.118,42.5735937,-71.6025717,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,832,60.9,50.0,3,14.38,14.5
1726425043.650,0,,,-0.014,-0.000,2808.222,0.000,90.700,224.100,10.0,1663.150,42.5735937,-71.6025717,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,832,60.8,50.0,3,14.39,14.5
1726425043.678,0,,,-0.014,-0.000,2808.222,0.000,90.700,224.100,10.0,1663.178,42.5735937,-71.6025717,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,832,60.8,50.0,3,14.39,14.5
1726425043.700,0,,,-0.014,-0.000,2808.222,0.000,90.700,224.100,10.0,1663.200,42.5735937,-71.6025717,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,832,60.8,50.0,3,14.39,14.5
1726425043.705,0,,,-0.013,-0.000,2808.223,0.000,90.700,224.100,10.0,1663.205,42.5735937,-71.6025717,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,832,60.8,50.0,3,14.39,14.5
1726425043.740,0,,,-0.008,-0.000,2808.227,0.000,90.700,224.100,10.0,1663.240,42.5735937,-71.6025716,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,832,60.8,50.0,3,14.39,14.5
1726425043.750,0,,,-0.007,-0.000,2808.229,0.000,90.700,224.100,10.0,1663.250,42.5735937,-71.6025716,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,832,60.8,50.0,3,14.39,14.5
1726425043.766,0,,,-0.005,-0.000,2808.231,0.000,90.700,224.100,10.0,1663.266,42.5735937,-71.6025716,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,832,60.8,50.0,3,14.39,14.5
1726425043.797,0,,,-0.000,-0.000,2808.235,0.000,90.700,224.100,10.0,1663.297,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,831,60.8,50.0,3,14.39,14.5
1726425043.800,0,,,-0.000,-0.000,2808.235,0.000,90.700,224.100,10.0,1663.300,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,831,60.8,50.0,3,14.39,14.5
1726425043.800,0,,,-0.000,-0.000,2808.235,0.000,90.700,224.100,10.0,1663.300,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,831,60.8,50.0,3,14.39,14.5
1726425043.830,0,,,-0.000,-0.000,2808.235,0.000,90.700,224.100,10.0,1663.330,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,831,60.8,50.0,3,14.39,14.5
1726425043.850,0,,,-0.000,-0.000,2808.235,0.000,90.700,224.100,10.0,1663.350,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,830,60.8,50.0,3,14.39,14.5
1726425043.857,0,,,-0.000,-0.000,2808.235,0.000,90.700,224.100,10.0,1663.357,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,830,60.8,50.0,3,14.39,14.5
1726425043.900,0,,,-0.000,-0.000,2808.235,0.000,90.700,224.100,10.0,1663.400,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,829,60.7,50.0,3,14.39,14.5
1726425043.912,0,,,-0.000,-0.000,2808.235,0.000,90.688,224.100,10.0,1663.412,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,829,60.7,50.0,3,14.39,14.5
1726425043.936,0,,,-0.000,-0.000,2808.235,0.000,90.664,224.100,10.0,1663.436,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,828,60.7,50.0,3,14.39,14.5
1726425043.950,0,,,-0.000,-0.000,2808.235,0.000,90.650,224.100,10.0,1663.450,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,828,60.7,50.0,3,14.39,14.5
1726425043.966,0,,,-0.000,-0.000,2808.235,0.000,90.634,224.100,10.0,1663.466,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,828,60.7,50.0,3,14.39,14.5
1726425043.997,0,,,-0.000,-0.000,2808.235,0.000,90.603,224.100,10.0,1663.497,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,827,60.7,50.0,3,14.39,14.5
1726425044.000,0,,,-0.000,-0.000,2808.235,0.000,90.600,224.100,10.0,1663.500,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,827,60.7,50.0,3,14.39,14.5
1726425044.029,0,,,-0.000,-0.000,2808.235,0.000,90.600,224.100,10.0,1663.529,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,826,60.7,50.0,3,14.39,14.5
1726425044.050,0,,,-0.000,-0.000,2808.235,0.000,90.600,224.100,10.0,1663.550,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,825,60.7,50.0,3,14.39,14.5
1726425044.060,0,,,-0.000,-0.000,2808.235,0.000,90.600,224.100,10.0,1663.560,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,825,60.7,50.0,3,14.39,14.5
1726425044.087,0,,,-0.000,-0.000,2808.235,0.000,90.600,224.100,10.0,1663.587,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,824,60.7,50.0,3,14.39,14.5
1726425044.100,0,,,-0.000,-0.000,2808.235,0.000,90.600,224.100,10.0,1663.600,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,824,60.7,50.0,3,14.39,14.5
1726425044.100,0,,,-0.000,-0.000,2808.235,0.000,90.600,224.100,10.0,1663.600,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,824,60.7,50.0,3,14.39,14.5
1726425044.119,0,,,-0.000,-0.000,2808.235,0.000,90.600,224.100,10.0,1663.619,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,824,60.7,50.0,3,14.39,14.5
1726425044.146,0,,,-0.000,-0.000,2808.235,0.000,90.600,224.100,10.0,1663.646,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,823,60.7,50.0,3,14.39,14.5
1726425044.150,0,,,-0.000,-0.000,2808.235,0.000,90.600,224.100,10.0,1663.650,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,823,60.7,50.0,3,14.39,14.5
1726425044.176,0,,,-0.000,-0.000,2808.235,0.000,90.600,224.100,10.0,1663.676,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,823,60.6,50.0,3,14.39,14.5
1726425044.200,0,,,-0.000,-0.000,2808.235,0.000,90.600,224.100,10.0,1663.700,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,823,60.6,50.0,3,14.39,14.5
1726425044.209,0,,,-0.000,-0.000,2808.235,0.000,90.600,224.100,10.0,1663.709,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,822,60.6,50.0,3,14.39,14.5
1726425044.241,0,,,-0.000,-0.000,2808.235,0.000,90.600,224.100,10.0,1663.741,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,822,60.6,50.0,3,14.39,14.5
1726425044.250,0,,,-0.000,-0.000,2808.235,0.000,90.600,224.100,10.0,1663.750,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,822,60.6,50.0,3,14.39,14.5
1726425044.266,0,,,-0.000,-0.000,2808.235,0.000,90.600,224.100,10.0,1663.766,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,822,60.6,50.0,3,14.39,14.5
1726425044.298,0,,,-0.000,-0.000,2808.235,0.000,90.600,224.100,10.0,1663.798,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,821,60.6,50.0,3,14.40,14.5
1726425044.300,0,,,-0.000,-0.000,2808.235,0.000,90.600,224.100,10.0,1663.800,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,821,60.6,50.0,3,14.40,14.5
1726425044.300,0,,,-0.000,-0.000,2808.235,0.000,90.600,224.100,10.0,1663.800,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,821,60.6,50.0,3,14.40,14.5
1726425044.328,0,,,-0.000,-0.000,2808.235,0.000,90.600,224.100,10.0,1663.828,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,821,60.6,50.0,3,14.40,14.5
1726425044.350,0,,,-0.000,-0.000,2808.235,0.000,90.600,224.100,10.0,1663.850,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,821,60.6,50.0,3,14.40,14.5
1726425044.359,0,,,-0.000,-0.000,2808.235,0.000,90.600,224.100,10.0,1663.859,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,821,60.6,50.0,3,14.40,14.5
1726425044.387,0,,,-0.000,-0.000,2808.235,0.000,90.600,224.100,10.0,1663.887,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,821,60.6,50.0,3,14.40,14.5
1726425044.400,0,,,-0.000,-0.000,2808.235,0.000,90.600,224.100,10.0,1663.900,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,821,60.6,50.0,3,14.40,14.5
1726425044.418,0,,,-0.000,-0.000,2808.235,0.000,90.600,224.100,10.0,1663.918,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,821,60.6,50.0,3,14.40,14.5
1726425044.446,0,,,-0.000,-0.000,2808.235,0.000,90.600,224.100,10.0,1663.946,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,821,60.6,50.0,3,14.40,14.5
1726425044.450,0,,,-0.000,-0.000,2808.235,0.000,90.600,224.100,10.0,1663.950,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,821,60.5,50.0,3,14.40,14.5
1726425044.478,0,,,-0.000,-0.000,2808.235,0.000,90.600,224.100,10.0,1663.978,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,822,60.5,50.0,3,14.40,14.5
1726425044.500,0,,,-0.000,-0.000,2808.235,0.000,90.600,224.100,10.0,1664.000,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,822,60.5,50.0,3,14.40,14.5
1726425044.506,0,,,0.000,0.001,2808.236,0.000,90.600,224.100,10.0,1664.006,42.5735937,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,822,60.5,50.0,3,14.40,14.5
1726425044.550,0,,,0.000,0.009,2808.245,0.000,90.600,224.100,10.0,1664.050,42.5735938,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,823,60.5,50.0,3,14.40,14.5
1726425044.553,0,,,0.000,0.010,2808.245,0.000,90.600,224.100,10.0,1664.053,42.5735938,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,823,60.5,50.0,3,14.40,14.5
1726425044.588,0,,,0.000,0.016,2808.252,0.000,90.600,224.100,10.0,1664.088,42.5735938,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,823,60.5,50.0,3,14.40,14.5
1726425044.600,0,,,0.000,0.019,2808.254,0.000,90.600,224.100,10.0,1664.100,42.5735938,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,823,60.5,50.0,3,14.40,14.5
1726425044.600,0,,,0.000,0.019,2808.254,0.000,90.600,224.100,10.0,1664.100,42.5735938,-71.6025715,19,2,0.60,0.90,0.000,0.000,0.000,20.0,0.000,0.000,0.000,823,60.5,50.0,3,14.40,14.5
