This file is created using RaceChrono Pro v8.0.8 ( http://racechrono.com/ ).
Format,2,"Format 1 = static columns","Format 2 = new format with dynamic columns; only channel header string is fixed, number of columns and channels' column numbers are variable."
Session title,"Porsche"
Session type,Lap timing
Track name,"Porsche"
Driver name,
Export scope,Session start
Created,15/09/2024,18:02
Note,

Time (s),Session fragment #,Lap #,Trap name,X-position (m),Y-position (m),Distance (m),Speed (m/s),Altitude (m),Bearing (deg),Device update rate (Hz),Elapsed time (s),Latitude (deg),Longitude (deg),Satellites (sats),Fix type,Coordinate precision (DOP),Altitude precision (DOP),Speed (m/s) *calc,Lateral acceleration (G) *calc,Longitudinal acceleration (G) *calc,Device update rate (Hz) *calc,Lean angle (deg) *calc,Combined acceleration (G) *calc,Speed (m/s) *obd,RPM (rpm) *obd,Intake temperature (.C) *obd,Air temperature (.C) *obd,Oxygen sensors *obd,ECU voltage (V) *obd,Accelerator position (%) *obd
1726425048.800,0,3,,-12.665,-8.228,2823.968,11.061,90.400,261.200,10.0,1668.300,42.5735197,-71.6027262,18,2,0.70,1.00,11.061,-0.718,0.210,20.0,35.469,0.837,11.142,4852,53.0,50.0,3,14.00,56.1
1726425048.817,0,3,,-12.853,-8.247,2824.157,11.087,90.400,261.200,10.0,1668.317,42.5735195,-71.6027285,18,2,0.70,1.00,11.087,-0.724,0.202,20.0,35.684,0.841,11.176,4838,53.0,50.0,3,14.00,56.1
1726425048.850,0,3,,-13.218,-8.284,2824.524,11.138,90.400,261.200,10.0,1668.350,42.5735192,-71.6027329,18,2,0.70,1.00,11.138,-0.735,0.186,20.0,36.102,0.850,11.244,4810,52.9,50.0,3,14.00,51.0
1726425048.900,0,3,,-13.770,-8.340,2825.079,11.215,90.400,264.400,10.0,1668.400,42.5735187,-71.6027397,18,2,0.70,1.00,11.215,-0.753,0.159,20.0,36.717,0.855,11.346,4769,52.9,50.0,3,14.00,43.3
1726425048.950,0,3,,-14.337,-8.349,2825.646,11.343,90.400,264.400,10.0,1668.450,42.5735186,-71.6027466,18,2,0.70,1.00,11.343,-0.770,0.130,20.0,37.314,0.867,11.448,4727,52.9,50.0,3,14.00,35.6
1726425049.000,0,3,,-14.903,-8.358,2826.212,11.472,90.400,268.300,10.0,1668.500,42.5735185,-71.6027535,18,2,0.70,1.00,11.472,-0.788,0.099,20.0,37.921,0.874,11.550,4685,52.8,50.0,3,14.00,27.9
1726425049.050,0,3,,-15.463,-8.349,2826.772,11.420,90.450,268.300,10.0,1668.550,42.5735186,-71.6027603,18,2,0.70,1.00,11.420,-0.807,0.068,20.0,38.536,0.889,11.652,4643,52.8,50.0,3,14.00,20.2
1726425049.057,0,3,,-15.541,-8.348,2826.850,11.413,90.457,268.300,10.0,1668.557,42.5735186,-71.6027613,18,2,0.70,1.00,11.413,-0.809,0.064,20.0,38.624,0.890,11.667,4637,52.8,50.0,3,14.00,19.1
1726425049.087,0,3,,-15.877,-8.342,2827.186,11.382,90.487,268.300,10.0,1668.587,42.5735186,-71.6027654,18,2,0.70,1.00,11.382,-0.821,0.045,20.0,38.997,0.896,11.575,4612,52.8,50.0,3,14.00,14.5
1726425049.100,0,3,,-16.022,-8.340,2827.332,11.369,90.500,272.400,10.0,1668.600,42.5735187,-71.6027672,18,2,0.70,1.00,11.369,-0.826,0.037,20.0,39.159,0.898,11.535,4601,52.7,50.0,3,14.01,14.5
1726425049.100,0,3,,-16.022,-8.340,2827.332,11.369,90.500,272.400,10.0,1668.600,42.5735187,-71.6027672,18,2,0.70,1.00,11.369,-0.826,0.037,20.0,39.159,0.898,11.535,4601,52.7,50.0,3,14.01,14.5
1726425049.120,0,3,,-16.251,-8.317,2827.562,11.348,90.500,272.400,10.0,1668.620,42.5735189,-71.6027700,18,2,0.70,1.00,11.348,-0.835,0.026,20.0,39.415,0.906,11.474,4584,52.7,50.0,3,14.01,14.5
1726425049.148,0,3,,-16.572,-8.286,2827.884,11.320,90.500,272.400,10.0,1668.648,42.5735191,-71.6027739,18,2,0.70,1.00,11.320,-0.846,0.010,20.0,39.774,0.917,11.389,4544,52.7,50.0,3,14.01,14.5
1726425049.150,0,3,,-16.595,-8.284,2827.908,11.317,90.500,272.400,10.0,1668.650,42.5735192,-71.6027742,18,2,0.70,1.00,11.317,-0.847,0.009,20.0,39.799,0.918,11.386,4541,52.7,50.0,3,14.01,14.5
1726425049.193,0,3,,-17.088,-8.236,2828.402,11.273,90.500,272.400,10.0,1668.693,42.5735196,-71.6027802,18,2,0.70,1.00,11.273,-0.866,-0.013,20.0,40.367,0.929,11.329,4480,52.7,50.0,3,14.01,14.5
1726425049.200,0,3,,-17.169,-8.228,2828.483,11.266,90.500,277.200,10.0,1668.700,42.5735197,-71.6027812,18,2,0.70,1.00,11.266,-0.869,-0.016,20.0,40.459,0.931,11.319,4470,52.7,50.0,3,14.01,14.5
1726425049.238,0,3,,-17.578,-8.151,2828.900,11.266,90.538,277.200,10.0,1668.738,42.5735204,-71.6027862,18,2,0.70,1.00,11.266,-0.886,-0.033,20.0,40.974,0.948,11.269,4415,52.6,50.0,3,14.01,14.5
1726425049.250,0,3,,-17.708,-8.126,2829.032,11.266,90.550,277.200,10.0,1668.750,42.5735206,-71.6027878,18,2,0.70,1.00,11.266,-0.891,-0.038,20.0,41.136,0.953,11.253,4398,52.6,50.0,3,14.01,14.5
1726425049.268,0,3,,-17.902,-8.090,2829.230,11.266,90.568,277.200,10.0,1668.768,42.5735209,-71.6027901,18,2,0.70,1.00,11.266,-0.899,-0.044,20.0,41.382,0.959,11.229,4373,52.6,50.0,3,14.01,14.5
1726425049.295,0,3,,-18.193,-8.035,2829.526,11.266,90.595,277.200,10.0,1668.795,42.5735214,-71.6027937,18,2,0.70,1.00,11.266,-0.911,-0.053,20.0,41.751,0.968,11.193,4334,52.6,50.0,3,14.01,14.5
1726425049.300,0,3,,-18.247,-8.025,2829.581,11.266,90.600,280.400,10.0,1668.800,42.5735215,-71.6027943,18,2,0.70,1.00,11.266,-0.913,-0.055,20.0,41.820,0.969,11.186,4327,52.6,50.0,3,14.01,14.5
1726425049.300,0,3,,-18.247,-8.025,2829.581,11.266,90.600,280.400,10.0,1668.800,42.5735215,-71.6027943,18,2,0.70,1.00,11.266,-0.913,-0.055,20.0,41.820,0.969,11.186,4327,52.6,50.0,3,14.01,14.5
1726425049.329,0,3,,-18.555,-7.949,2829.899,11.207,90.600,280.400,10.0,1668.829,42.5735222,-71.6027981,18,2,0.70,1.00,11.207,-0.926,-0.062,20.0,42.202,0.982,11.147,4286,52.6,50.0,3,14.01,14.5
1726425049.350,0,3,,-18.779,-7.895,2830.129,11.163,90.600,280.400,10.0,1668.850,42.5735227,-71.6028008,18,2,0.70,1.00,11.163,-0.935,-0.067,20.0,42.479,0.992,11.119,4251,52.6,50.0,3,14.01,14.5
1726425049.356,0,3,,-18.843,-7.879,2830.194,11.151,90.600,280.400,10.0,1668.856,42.5735228,-71.6028016,18,2,0.70,1.00,11.151,-0.937,-0.068,20.0,42.553,0.994,11.111,4241,52.6,50.0,3,14.01,14.5
1726425049.386,0,3,,-19.162,-7.801,2830.523,11.090,90.600,280.400,10.0,1668.886,42.5735235,-71.6028055,18,2,0.70,1.00,11.090,-0.949,-0.072,20.0,42.919,1.002,11.090,4191,52.5,50.0,3,14.01,14.5
1726425049.400,0,3,,-19.311,-7.765,2830.676,11.061,90.600,286.500,10.0,1668.900,42.5735238,-71.6028073,18,2,0.70,1.00,11.061,-0.955,-0.074,20.0,43.090,1.005,11.081,4168,52.5,50.0,3,14.01,14.5
1726425049.417,0,3,,-19.485,-7.699,2830.862,11.043,90.600,286.500,10.0,1668.917,42.5735244,-71.6028095,18,2,0.70,1.00,11.043,-0.960,-0.075,20.0,43.273,1.012,11.069,4140,52.5,50.0,3,14.01,14.5
1726425049.446,0,3,,-19.782,-7.586,2831.180,11.014,90.600,286.500,10.0,1668.946,42.5735254,-71.6028131,18,2,0.70,1.00,11.014,-0.970,-0.076,20.0,43.586,1.022,11.049,4092,52.5,50.0,3,14.01,14.5
1726425049.450,0,3,,-19.823,-7.571,2831.224,11.010,90.600,286.500,10.0,1668.950,42.5735256,-71.6028136,18,2,0.70,1.00,11.010,-0.971,-0.076,20.0,43.629,1.024,11.046,4086,52.5,50.0,3,14.01,14.5
1726425049.480,0,3,,-20.130,-7.454,2831.552,10.979,90.600,286.500,10.0,1668.980,42.5735266,-71.6028173,18,2,0.70,1.00,10.979,-0.979,-0.074,20.0,43.887,1.028,11.026,4036,52.5,50.0,3,14.01,14.5
1726425049.500,0,3,,-20.335,-7.376,2831.771,10.958,90.600,291.200,10.0,1669.000,42.5735273,-71.6028198,18,2,0.70,1.00,10.958,-0.984,-0.073,20.0,44.058,1.031,11.012,4003,52.5,50.0,3,14.01,16.5
1726425049.509,0,3,,-20.423,-7.334,2831.869,10.949,90.609,291.200,10.0,1669.009,42.5735277,-71.6028209,18,2,0.70,1.00,10.949,-0.986,-0.072,20.0,44.107,1.033,11.006,3989,52.4,50.0,3,14.01,17.5
1726425049.537,0,3,,-20.698,-7.205,2832.173,10.920,90.637,291.200,10.0,1669.037,42.5735289,-71.6028243,18,2,0.70,1.00,10.920,-0.990,-0.068,20.0,44.259,1.037,10.987,3992,52.4,50.0,3,14.01,20.3
1726425049.550,0,3,,-20.826,-7.144,2832.315,10.906,90.650,291.200,10.0,1669.050,42.5735294,-71.6028258,18,2,0.70,1.00,10.906,-0.992,-0.066,20.0,44.330,1.039,10.978,3993,52.4,50.0,3,14.01,21.6
1726425049.570,0,3,,-21.023,-7.052,2832.532,10.886,90.670,291.200,10.0,1669.070,42.5735303,-71.6028282,18,2,0.70,1.00,10.886,-0.992,-0.061,20.0,44.370,1.038,10.964,3996,52.4,50.0,3,14.01,23.6
1726425049.596,0,3,,-21.278,-6.931,2832.815,10.859,90.696,291.200,10.0,1669.096,42.5735313,-71.6028314,18,2,0.70,1.00,10.859,-0.993,-0.056,20.0,44.423,1.036,10.946,3999,52.4,50.0,3,14.01,26.3
1726425049.600,0,3,,-21.317,-6.913,2832.858,10.855,90.700,297.400,10.0,1669.100,42.5735315,-71.6028318,18,2,0.70,1.00,10.855,-0.993,-0.055,20.0,44.431,1.035,10.943,4000,52.4,50.0,3,14.01,27.9
1726425049.600,0,3,,-21.317,-6.913,2832.858,10.855,90.700,297.400,10.0,1669.100,42.5735315,-71.6028318,18,2,0.70,1.00,10.855,-0.993,-0.055,20.0,44.431,1.035,10.943,4000,52.4,50.0,3,14.01,27.9
1726425049.628,0,3,,-21.573,-6.757,2833.158,10.869,90.700,297.400,10.0,1669.128,42.5735329,-71.6028350,18,2,0.70,1.00,10.869,-0.991,-0.047,20.0,44.394,1.035,10.924,4003,52.4,50.0,3,14.01,39.5
1726425049.650,0,3,,-21.775,-6.635,2833.393,10.881,90.700,297.400,10.0,1669.150,42.5735340,-71.6028374,18,2,0.70,1.00,10.881,-0.989,-0.041,20.0,44.366,1.034,10.909,4006,52.3,50.0,3,14.01,48.5
1726425049.668,0,3,,-21.939,-6.535,2833.586,10.890,90.700,297.400,10.0,1669.168,42.5735349,-71.6028394,18,2,0.70,1.00,10.890,-0.986,-0.035,20.0,44.278,1.030,10.897,4008,52.3,50.0,3,14.01,55.9
1726425049.695,0,3,,-22.186,-6.384,2833.874,10.903,90.700,297.400,10.0,1669.195,42.5735363,-71.6028424,18,2,0.70,1.00,10.903,-0.981,-0.026,20.0,44.147,1.023,10.878,4011,52.3,50.0,3,14.01,67.1
1726425049.700,0,3,,-22.232,-6.357,2833.928,10.906,90.700,302.600,10.0,1669.200,42.5735365,-71.6028430,18,2,0.70,1.00,10.906,-0.980,-0.025,20.0,44.123,1.022,10.875,4012,52.3,50.0,3,14.01,67.1
1726425049.727,0,3,,-22.468,-6.187,2834.219,10.906,90.700,302.600,10.0,1669.227,42.5735380,-71.6028459,18,2,0.70,1.00,10.906,-0.972,-0.015,20.0,43.897,1.017,10.856,4015,52.3,50.0,3,14.01,67.1
1726425049.750,0,3,,-22.668,-6.042,2834.467,10.906,90.700,302.600,10.0,1669.250,42.5735393,-71.6028483,18,2,0.70,1.00,10.906,-0.965,-0.006,20.0,43.704,1.012,10.840,3983,52.3,50.0,3,14.01,67.1
1726425049.760,0,3,,-22.756,-5.979,2834.574,10.906,90.700,302.600,10.0,1669.260,42.5735399,-71.6028494,18,2,0.70,1.00,10.906,-0.961,-0.002,20.0,43.593,1.009,10.833,3970,52.3,50.0,3,14.01,67.1
1726425049.788,0,3,,-23.000,-5.802,2834.876,10.906,90.700,302.600,10.0,1669.288,42.5735415,-71.6028524,18,2,0.70,1.00,10.906,-0.951,0.009,20.0,43.282,0.999,10.875,3931,52.2,50.0,3,14.01,67.1
1726425049.800,0,3,,-23.105,-5.727,2835.005,10.906,90.700,307.300,10.0,1669.300,42.5735422,-71.6028537,18,2,0.70,1.00,10.906,-0.946,0.014,20.0,43.149,0.995,10.893,3915,52.2,50.0,3,14.02,67.1
1726425049.800,0,3,,-23.105,-5.727,2835.005,10.906,90.700,307.300,10.0,1669.300,42.5735422,-71.6028537,18,2,0.70,1.00,10.906,-0.946,0.014,20.0,43.149,0.995,10.893,3915,52.2,50.0,3,14.02,67.1
1726425049.820,0,3,,-23.269,-5.582,2835.223,10.896,90.700,307.300,10.0,1669.320,42.5735435,-71.6028557,18,2,0.70,1.00,10.896,-0.938,0.024,20.0,42.887,0.991,10.922,3887,52.2,50.0,3,14.02,67.1
1726425049.844,0,3,,-23.466,-5.409,2835.485,10.884,90.700,307.300,10.0,1669.344,42.5735450,-71.6028581,18,2,0.70,1.00,10.884,-0.928,0.035,20.0,42.572,0.985,10.958,3855,52.2,50.0,3,14.02,67.1
1726425049.850,0,3,,-23.515,-5.365,2835.551,10.880,90.700,307.300,10.0,1669.350,42.5735454,-71.6028587,18,2,0.70,1.00,10.880,-0.925,0.037,20.0,42.494,0.984,10.967,3846,52.2,50.0,3,14.02,67.1
1726425049.880,0,3,,-23.760,-5.148,2835.879,10.865,90.700,307.300,10.0,1669.380,42.5735474,-71.6028617,18,2,0.70,1.00,10.865,-0.911,0.052,20.0,42.030,0.974,11.012,3805,52.2,50.0,3,14.02,67.1
1726425049.900,0,3,,-23.924,-5.004,2836.097,10.855,90.700,311.900,10.0,1669.400,42.5735487,-71.6028637,18,2,0.70,1.00,10.855,-0.901,0.062,20.0,41.721,0.968,11.041,3778,52.2,50.0,3,14.02,69.5
1726425049.910,0,3,,-24.000,-4.926,2836.206,10.860,90.700,311.900,10.0,1669.410,42.5735494,-71.6028646,18,2,0.69,1.00,10.860,-0.896,0.068,20.0,41.535,0.965,11.056,3764,52.2,50.0,3,14.02,70.7
1726425049.947,0,3,,-24.283,-4.638,2836.610,10.879,90.700,311.900,10.0,1669.447,42.5735520,-71.6028681,18,2,0.65,1.00,10.879,-0.875,0.089,20.0,40.846,0.956,11.111,3682,52.1,50.0,3,14.02,75.1
1726425049.950,0,3,,-24.306,-4.615,2836.643,10.881,90.700,311.900,10.0,1669.450,42.5735522,-71.6028683,19,2,0.65,1.00,10.881,-0.874,0.090,20.0,40.790,0.955,11.119,3675,52.1,50.0,3,14.02,75.5
1726425049.991,0,3,,-24.620,-4.295,2837.090,10.901,90.700,311.900,10.0,1669.491,42.5735550,-71.6028722,19,2,0.61,1.00,10.901,-0.849,0.115,20.0,39.904,0.939,11.224,3584,52.1,50.0,3,14.02,80.4
1726425050.000,0,3,,-24.688,-4.225,2837.188,10.906,90.700,316.400,10.0,1669.500,42.5735557,-71.6028730,19,2,0.60,1.00,10.906,-0.843,0.120,20.0,39.710,0.935,11.247,3564,52.1,50.0,3,14.02,80.4
1726425050.017,0,3,,-24.811,-4.074,2837.383,10.959,90.700,316.400,10.0,1669.517,42.5735570,-71.6028745,19,2,0.60,1.00,10.959,-0.832,0.130,20.0,39.297,0.930,11.290,3526,52.1,50.0,3,14.02,80.4
1726425050.047,0,3,,-25.028,-3.807,2837.727,11.051,90.700,316.400,10.0,1669.547,42.5735594,-71.6028772,19,2,0.60,1.00,11.051,-0.812,0.149,20.0,38.569,0.921,11.367,3459,52.1,50.0,3,14.02,80.4
1726425050.050,0,3,,-25.050,-3.781,2837.761,11.061,90.700,316.400,10.0,1669.550,42.5735597,-71.6028774,18,2,0.60,1.00,11.061,-0.810,0.151,20.0,38.496,0.920,11.375,3453,52.1,50.0,3,14.02,80.4
1726425050.079,0,3,,-25.260,-3.523,2838.093,11.150,90.700,316.400,10.0,1669.579,42.5735620,-71.6028800,18,2,0.60,1.00,11.150,-0.789,0.168,20.0,37.686,0.907,11.449,3388,52.0,50.0,3,14.02,80.4
1726425050.100,0,3,,-25.412,-3.336,2838.334,11.215,90.700,320.600,10.0,1669.600,42.5735637,-71.6028818,18,2,0.60,1.00,11.215,-0.774,0.181,20.0,37.100,0.897,11.503,3342,52.0,50.0,3,14.02,80.5
1726425050.100,0,3,,-25.412,-3.336,2838.334,11.215,90.700,320.600,10.0,1669.600,42.5735637,-71.6028818,18,2,0.60,1.00,11.215,-0.774,0.181,20.0,37.100,0.897,11.503,3342,52.0,50.0,3,14.02,80.5
1726425050.112,0,3,,-25.490,-3.220,2838.474,11.246,90.700,320.600,10.0,1669.612,42.5735647,-71.6028828,18,2,0.61,1.00,11.246,-0.764,0.189,20.0,36.711,0.892,11.534,3315,52.0,50.0,3,14.02,80.5
1726425050.136,0,3,,-25.647,-2.989,2838.754,11.308,90.700,320.600,10.0,1669.636,42.5735668,-71.6028847,18,2,0.64,1.00,11.308,-0.744,0.203,20.0,35.934,0.881,11.595,3311,52.0,50.0,3,14.02,80.6
1726425050.150,0,3,,-25.739,-2.854,2838.917,11.344,90.700,320.600,10.0,1669.650,42.5735680,-71.6028858,18,2,0.65,1.00,11.344,-0.733,0.211,20.0,35.481,0.875,11.631,3309,52.0,50.0,3,14.02,80.6
1726425050.164,0,3,,-25.831,-2.719,2839.080,11.379,90.700,320.600,10.0,1669.664,42.5735692,-71.6028870,18,2,0.66,1.00,11.379,-0.720,0.219,20.0,34.971,0.866,11.667,3307,52.0,50.0,3,14.02,80.7
1726425050.198,0,3,,-26.054,-2.391,2839.477,11.467,90.700,320.600,10.0,1669.698,42.5735722,-71.6028897,18,2,0.70,1.00,11.467,-0.690,0.239,20.0,33.733,0.844,11.799,3301,51.9,50.0,3,14.02,80.8
1726425050.200,0,3,,-26.067,-2.372,2839.500,11.472,90.700,324.700,10.0,1669.700,42.5735723,-71.6028898,18,2,0.70,1.00,11.472,-0.688,0.240,20.0,33.661,0.843,11.807,3301,51.9,50.0,3,14.02,80.8
1726425050.227,0,3,,-26.240,-2.097,2839.825,11.541,90.700,324.700,10.0,1669.727,42.5735748,-71.6028919,18,2,0.70,1.00,11.541,-0.662,0.254,20.0,32.581,0.828,11.912,3296,51.9,50.0,3,14.02,80.8
1726425050.250,0,3,,-26.387,-1.863,2840.102,11.601,90.700,324.700,10.0,1669.750,42.5735769,-71.6028938,18,2,0.70,1.00,11.601,-0.640,0.267,20.0,31.661,0.815,12.001,3293,51.9,50.0,3,14.02,80.8
1726425050.300,0,3,,-26.708,-1.353,2840.704,11.729,90.700,326.900,10.0,1669.800,42.5735815,-71.6028977,18,2,0.70,1.00,11.729,-0.590,0.291,20.0,29.488,0.778,12.196,3284,51.9,50.0,3,14.02,80.8
1726425050.300,0,3,,-26.708,-1.353,2840.704,11.729,90.700,326.900,10.0,1669.800,42.5735815,-71.6028977,18,2,0.70,1.00,11.729,-0.590,0.291,20.0,29.488,0.778,12.196,3284,51.9,50.0,3,14.02,80.8
1726425050.308,0,3,,-26.757,-1.268,2840.802,11.754,90.692,326.900,10.0,1669.808,42.5735823,-71.6028983,18,2,0.69,1.00,11.754,-0.581,0.295,20.0,29.115,0.773,12.227,3283,51.9,50.0,3,14.02,80.8
1726425050.350,0,3,,-27.015,-0.825,2841.315,11.884,90.650,326.900,10.0,1669.850,42.5735863,-71.6029014,19,2,0.65,1.00,11.884,-0.537,0.313,20.0,27.158,0.744,12.390,3276,51.8,50.0,3,14.02,80.8
1726425050.400,0,3,,-27.322,-0.297,2841.926,12.038,90.600,329.400,10.0,1669.900,42.5735910,-71.6029052,19,2,0.60,1.00,12.038,-0.483,0.332,20.0,24.706,0.705,12.585,3268,51.8,50.0,3,14.01,80.8
1726425050.450,0,3,,-27.629,0.269,2842.569,12.270,90.600,329.400,10.0,1669.950,42.5735961,-71.6029089,18,2,0.65,1.00,12.270,-0.428,0.348,20.0,22.163,0.668,12.779,3260,51.8,50.0,3,14.01,80.8
1726425050.458,0,3,,-27.678,0.359,2842.672,12.307,90.600,329.400,10.0,1669.958,42.5735969,-71.6029095,18,2,0.66,1.00,12.307,-0.420,0.350,20.0,21.745,0.662,12.810,3259,51.8,50.0,3,14.01,80.8
1726425050.487,0,3,,-27.857,0.687,2843.045,12.441,90.600,329.400,10.0,1669.987,42.5735998,-71.6029117,17,2,0.69,1.00,12.441,-0.388,0.357,20.0,20.229,0.637,12.923,3254,51.7,50.0,3,14.01,80.8
1726425050.500,0,3,,-27.936,0.834,2843.212,12.501,90.600,331.000,10.0,1670.000,42.5736012,-71.6029127,17,2,0.70,1.00,12.501,-0.374,0.361,20.0,19.550,0.627,12.974,3260,51.7,50.0,3,14.01,80.8
1726425050.521,0,3,,-28.060,1.083,2843.490,12.598,90.579,331.000,10.0,1670.021,42.5736034,-71.6029142,17,2,0.70,1.00,12.598,-0.351,0.364,20.0,18.440,0.611,13.056,3271,51.7,50.0,3,14.01,80.8
1726425050.550,0,3,,-28.230,1.427,2843.874,12.733,90.550,331.000,10.0,1670.050,42.5736065,-71.6029163,17,2,0.70,1.00,12.733,-0.320,0.369,20.0,16.908,0.590,13.142,3285,51.7,50.0,3,14.01,80.8
1726425050.557,0,3,,-28.271,1.510,2843.967,12.765,90.543,331.000,10.0,1670.057,42.5736072,-71.6029168,17,2,0.70,1.00,12.765,-0.313,0.370,20.0,16.542,0.584,13.163,3288,51.7,50.0,3,14.01,80.8
1726425050.591,0,3,,-28.470,1.913,2844.417,12.922,90.509,331.000,10.0,1670.091,42.5736109,-71.6029192,17,2,0.70,1.00,12.922,-0.278,0.374,20.0,14.765,0.557,13.265,3305,51.7,50.0,3,14.01,80.8
1726425050.600,0,3,,-28.523,2.020,2844.536,12.964,90.500,332.500,10.0,1670.100,42.5736118,-71.6029198,17,2,0.70,1.00,12.964,-0.269,0.374,20.0,14.294,0.550,13.292,3309,51.6,50.0,3,14.01,80.8
1726425050.600,0,3,,-28.523,2.020,2844.536,12.964,90.500,332.500,10.0,1670.100,42.5736118,-71.6029198,17,2,0.70,1.00,12.964,-0.269,0.374,20.0,14.294,0.550,13.292,3309,51.6,50.0,3,14.01,80.8
1726425050.617,0,3,,-28.623,2.222,2844.761,13.017,90.500,332.500,10.0,1670.117,42.5736136,-71.6029211,17,2,0.70,1.00,13.017,-0.252,0.375,20.0,13.435,0.538,13.342,3318,51.6,50.0,3,14.01,80.8
1726425050.650,0,3,,-28.817,2.613,2845.198,13.119,90.500,332.500,10.0,1670.150,42.5736172,-71.6029234,17,2,0.70,1.00,13.119,-0.219,0.376,20.0,11.768,0.516,13.441,3334,51.6,50.0,3,14.01,80.8
1726425050.679,0,3,,-28.987,2.957,2845.581,13.208,90.500,332.500,10.0,1670.179,42.5736203,-71.6029255,17,2,0.70,1.00,13.208,-0.193,0.376,20.0,10.381,0.496,13.527,3348,51.6,50.0,3,14.01,79.5
1726425050.700,0,3,,-29.110,3.206,2845.859,13.273,90.500,332.600,10.0,1670.200,42.5736225,-71.6029270,17,2,0.70,1.00,13.273,-0.174,0.376,20.0,9.376,0.481,13.590,3359,51.6,50.0,3,14.01,78.6
1726425050.707,0,3,,-29.152,3.293,2845.956,13.298,90.493,332.600,10.0,1670.207,42.5736233,-71.6029275,17,2,0.70,1.00,13.298,-0.168,0.376,20.0,9.064,0.477,13.611,3362,51.6,50.0,3,14.01,78.2
1726425050.738,0,3,,-29.338,3.678,2846.383,13.410,90.462,332.600,10.0,1670.238,42.5736267,-71.6029298,17,2,0.70,1.00,13.410,-0.142,0.375,20.0,7.685,0.462,13.719,3377,51.5,50.0,3,14.01,76.9
1726425050.750,0,3,,-29.410,3.827,2846.549,13.453,90.450,332.600,10.0,1670.250,42.5736281,-71.6029307,17,2,0.70,1.00,13.453,-0.132,0.374,20.0,7.152,0.456,13.760,3383,51.5,50.0,3,14.01,76.9
1726425050.767,0,3,,-29.512,4.038,2846.783,13.514,90.433,332.600,10.0,1670.267,42.5736300,-71.6029319,17,2,0.70,1.00,13.514,-0.119,0.374,20.0,6.463,0.447,13.819,3392,51.5,50.0,3,14.01,76.9
1726425050.797,0,3,,-29.693,4.411,2847.197,13.622,90.403,332.600,10.0,1670.297,42.5736333,-71.6029341,17,2,0.70,1.00,13.622,-0.096,0.372,20.0,5.249,0.432,13.924,3411,51.5,50.0,3,14.01,76.9
1726425050.800,0,3,,-29.711,4.448,2847.238,13.633,90.400,332.700,10.0,1670.300,42.5736337,-71.6029343,17,2,0.70,1.00,13.633,-0.094,0.372,20.0,5.127,0.431,13.934,3413,51.5,50.0,3,14.01,76.9
1726425050.800,0,3,,-29.711,4.448,2847.238,13.633,90.400,332.700,10.0,1670.300,42.5736337,-71.6029343,17,2,0.70,1.00,13.633,-0.094,0.372,20.0,5.127,0.431,13.934,3413,51.5,50.0,3,14.01,76.9
1726425050.836,0,3,,-29.937,4.901,2847.745,13.744,90.400,332.700,10.0,1670.336,42.5736377,-71.6029371,17,2,0.70,1.00,13.744,-0.070,0.370,20.0,3.822,0.420,14.059,3436,51.5,50.0,3,14.00,76.9
1726425050.850,0,3,,-30.024,5.078,2847.942,13.787,90.400,332.700,10.0,1670.350,42.5736393,-71.6029382,17,2,0.70,1.00,13.787,-0.061,0.369,20.0,3.314,0.415,14.108,3445,51.5,50.0,3,14.00,76.1
1726425050.868,0,3,,-30.137,5.305,2848.195,13.842,90.400,332.700,10.0,1670.368,42.5736414,-71.6029395,17,2,0.70,1.00,13.842,-0.050,0.368,20.0,2.716,0.411,14.170,3456,51.5,50.0,3,14.00,75.1
1726425050.899,0,3,,-30.332,5.695,2848.632,13.938,90.400,332.700,10.0,1670.399,42.5736449,-71.6029419,17,2,0.70,1.00,13.938,-0.031,0.366,20.0,1.687,0.403,14.278,3476,51.4,50.0,3,14.00,73.4
1726425050.900,0,3,,-30.338,5.708,2848.646,13.941,90.400,332.600,10.0,1670.400,42.5736450,-71.6029420,17,2,0.70,1.00,13.941,-0.031,0.366,20.0,1.654,0.402,14.281,3477,51.4,50.0,3,14.00,73.3
1726425050.947,0,3,,-30.640,6.318,2849.326,14.135,90.400,332.600,10.0,1670.447,42.5736505,-71.6029457,17,2,0.70,1.00,14.135,-0.004,0.363,20.0,0.161,0.398,14.444,3507,51.4,50.0,3,14.00,70.7
1726425050.950,0,3,,-30.659,6.357,2849.370,14.147,90.400,332.600,10.0,1670.450,42.5736508,-71.6029459,17,2,0.70,1.00,14.147,-0.002,0.363,20.0,0.066,0.398,14.454,3509,51.4,50.0,3,14.00,70.5
1726425050.977,0,3,,-30.832,6.707,2849.760,14.258,90.400,332.600,10.0,1670.477,42.5736540,-71.6029480,17,2,0.70,1.00,14.258,0.013,0.360,20.0,-0.774,0.395,14.538,3527,51.4,50.0,3,14.00,69.0
1726425051.000,0,3,,-30.980,7.005,2850.093,14.353,90.400,332.900,10.0,1670.500,42.5736567,-71.6029498,17,2,0.70,1.00,14.353,0.026,0.358,20.0,-1.490,0.393,14.610,3541,51.4,50.0,3,14.00,69.0
